X Intensity;Record 8: 0.25DNACHIT 1;Record 9: 0.25DNACHIT 2;Record 10: 0.25DNACHIT 3;Record 14: 0.5DNACHIT 1;Record 15: 0.5DNACHIT 2;Record 16: 0.5DNACHIT 3;Record 17: 1DNACHIT 1;Record 18: 1DNACHIT 2;Record 19: 1DNACHIT 3;Record 23: 1DNACHIT 1;Record 24: 1DNACHIT 2;Record 25: 1DNACHIT 3;Record 29: 2DNACHIT 1;Record 30: 2DNACHIT 2;Record 31: 2DNACHIT 3;Record 38: 4DNACHIT 1;Record 39: 4DNACHIT 2;Record 40: 4DNACHIT 3;Record 41: HASR30p25 1;Record 42: HASR30p25 2;Record 43: HASR30p25 3;Record 44: HASR30p5 1;Record 45: HASR30p5 2;Record 46: HASR30p5 3;Record 47: HASR31 1;Record 48: HASR31 2;Record 49: HASR31 3;Record 50: HASR31p5 1;Record 51: HASR31p5 2;Record 52: HASR31p5 3;Record 53: HASR32 1;Record 54: HASR32 2;Record 55: HASR32 3;Record 56: HASR32p5 1;Record 57: HASR32p5 2;Record 58: HASR32p5 3;Record 59: HASR33 1;Record 60: HASR33 2;Record 61: HASR33 3;Record 62: HASR33p5 1;Record 63: HASR33p5 2;Record 64: HASR33p5 3;Record 65: HASR34 1;Record 66: HASR34 2;Record 67: HASR34 3;Record 77: 0.25HASR3 1;Record 78: 0.25HASR3 2;Record 79: 0.25HASR3 3;Record 80: 0.5HASR3 1;Record 81: 0.5HASR3 2;Record 82: 0.5HASR3 3;Record 83: 1HASR3 1;Record 84: 1HASR3 2;Record 85: 1HASR3 3;Record 86: 1,5HASR3 1;Record 87: 1,5HASR3 1;Record 88: 1,5HASR3 1;Record 89: 1,5HASR3 1;Record 90: 1,5HASR3 1;Record 91: 1,5HASR3 2;Record 92: 1,5HASR3 3;Record 93: 1,5HASR3 1;Record 94: 1,5HASR3 2;Record 95: 1,5HASR3 3;Record 96: 2HASR3 1;Record 97: 2HASR3 2;Record 98: 2HASR3 3;Record 99: 2,5HASR3 1;Record 100: 2,5HASR3 2;Record 101: 2,5HASR3 3;Record 102: 3HASR3 1;Record 103: 3HASR3 2;Record 104: 3HASR3 3;Record 105: 3,5HASR3 1;Record 106: 3,5HASR3 2;Record 107: 3,5HASR3 3;Record 108: 4HASR3 1;Record 109: 4HASR3 2;Record 110: 4HASR3 3;Record 138: 1DNASR3HA 1;Record 139: 1DNASR3HA 2;Record 140: 1DNASR3HA 3;Record 141: 1DNASR3HA 1;Record 142: 1DNASR3HA 2;Record 143: 1DNASR3HA 3;Record 144: 2DNASR3HA 1;Record 145: 2DNASR3HA 2;Record 146: 2DNASR3HA 3;Record 147: 3DNASR3HA 1;Record 148: 3DNASR3HA 2;Record 149: 3DNASR3HA 3;Record 150: 4DNASR3HA 1;Record 151: 4DNASR3HA 2;Record 152: 4DNASR3HA 3;Record 153: 5DNASR3HA 1;Record 154: 5DNASR3HA 2;Record 155: 5DNASR3HA 3;Record 156: 6DNASR3HA 1;Record 157: 6DNASR3HA 2;Record 158: 6DNASR3HA 3;Record 159: 7DNASR3HA 1;Record 160: 7DNASR3HA 2;Record 161: 7DNASR3HA 3;Record 162: 8DNASR3HA 1;Record 163: 8DNASR3HA 2;Record 164: 8DNASR3HA 3;Record 165: 9DNASR3HA 1;Record 166: 9DNASR3HA 2;Record 167: 9DNASR3HA 3;Record 168: 1DNASR3HA 1;Record 169: 1DNASR3HA 2;Record 170: 1DNASR3HA 3;Record 198: 1(4/26) 1;Record 199: 1(4/26) 2;Record 200: 1(4/26) 3;Record 201: 1(4/26) 1;Record 202: 1(4/26) 2;Record 203: 1(4/26) 3;Record 204: 2(4/26) 1;Record 205: 2(4/26) 1;Record 206: 2(4/26) 2;Record 207: 2(4/26) 3;Record 208: 3(4/26) 1;Record 209: 3(4/26) 2;Record 210: 3(4/26) 3;Record 211: 3(4/26) 1;Record 212: 3(4/26) 2;Record 213: 3(4/26) 3;Record 214: 5(4/26) 1;Record 215: 5(4/26) 2;Record 216: 5(4/26) 3;Record 217: 6(4/26) 1;Record 218: 6(4/26) 2;Record 219: 6(4/26) 3;Record 220: 7(4/26) 1;Record 221: 7(4/26) 2;Record 222: 7(4/26) 3;Record 223: 8(4/26) 1;Record 224: 8(4/26) 2;Record 225: 8(4/26) 3;Record 226: 4(4/26) 1;Record 227: 8(4/26) 1;Record 228: 8(4/26) 2;Record 229: 8(4/26) 3;Record 230: 10(4/26) 1;Record 231: 10(4/26) 2;Record 232: 10(4/26) 3;Record 269: 1(3.5) 1;Record 270: 1(3.5) 2;Record 271: 1(3.5) 3;Record 272: 2(3.5) 1;Record 273: 2(3.5) 2;Record 274: 2(3.5) 3;Record 275: 3(3.5) 1;Record 276: 3(3.5) 2;Record 277: 3(3.5) 3;Record 278: 4(3.5) 1;Record 279: 4(3.5) 2;Record 280: 4(3.5) 3;Record 281: 5(3.5) 1;Record 282: 5(3.5) 2;Record 283: 5(3.5) 3;Record 299: 1(6.5) 1;Record 300: 1(6.5) 2;Record 301: 1(6.5) 3;Record 302: 2(6.5) 1;Record 303: 2(6.5) 2;Record 304: 2(6.5) 3;Record 305: 3(6.5) 1;Record 306: 3(6.5) 2;Record 307: 3(6.5) 3;Record 308: 4(6.5) 1;Record 309: 4(6.5) 2;Record 310: 4(6.5) 3;Record 311: 1(6.5) 1;Record 312: 1(6.5) 2;Record 325: 4(6.5) 1;Record 326: 4(6.5) 2;Record 327: 4(6.5) 3;Record 331: SR3DNA 5:1 5ml 1;Record 332: SR3DNA 5:1 5ml 2;Record 333: SR3DNA 5:1 5ml 3;Record 343: SR3:DNA 10:1 after electrodialysis 1;Record 344: SR3:DNA 10:1 after electrodialysis 2;Record 345: SR3:DNA 10:1 after electrodialysis 3;Record 346: SR3:DNA 10:1 before electrodialysis 1;Record 347: SR3:DNA 10:1 before electrodialysis 2;Record 348: SR3:DNA 10:1 before electrodialysis 3;Record 349: 13.05  1;Record 350: 13.05  2;Record 351: 13.05  3;Record 358: 13.05 ExHA 1;Record 359: 14.05 1 1;Record 360: 14.05 1 2;Record 361: 14.05 1 3;Record 365: 14.05 1 1;Record 366: 14.05 1 2;Record 367: 14.05 1 3;Record 368: 14.05 2 1;Record 369: 14.05 2 2;Record 370: 14.05 2 3
78,8;10,8;10,8;11,5;10,7;12,3;12,1;7,38;7,66;8,14;7,27;7,5;7,62;0;0;0;0,425;0,803;0,596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0722;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,79;2,34;1,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,66;1,7;2,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,459;0,498;0,524;0;0;0;0;0;0;0;0;0;0;0;2,95;4,03;4,74;0;0;0;0;0;0;0;0;0;0;0;0;1,19;0;0;0
91,3;10,6;11;11,8;11,9;13,4;13,2;10,6;11,4;11,4;11,4;12;10,7;0;0;0;2,73;3,35;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,417;0;0;0;0;0;0;;0;;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,02;7,11;6,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,197;0;0;0;0;0;3,97;3,8;4,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,83;1,72;1,57;0;0;0;0;0;0;0;0;0;0;0;3,42;2,88;3,75;0;0;0,109;0;0;0;0;0;0;0;0,298;0,253;1,3;0;0;0
106;9,78;10,5;11,2;12,3;13,2;13,1;13,1;14,1;13,5;14,5;15,2;13;0;0;0;6,55;7,12;6,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0948;0;0;0;0;0;0;0,0346;1,31;0;0;0,813;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,236;0;0;0;0;0,464;0,406;1,67;0,69;0,449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0;0;0;13,6;12,7;12,6;0;0;0;0;0;0;0;0;0;0;1,76;1,43;1,04;0;0;0;0;0;0;0;0;0;0;1,77;0,334;0,228;0;0;0;6,88;6,48;7,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,418;1,12;0,66;4,04;3,6;3,17;0;0;0;0;0;0;0;0;0;0;0;3,74;1,43;2,26;0;0;1,44;0;0;0;0;0;0;0;1,31;1,13;1,81;0;0;0
122;8,51;9,49;9,91;11,7;11,9;11,9;14,3;15,3;14,3;15,9;16,4;14,1;0;0,657;1,08;10,8;11,1;10,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,31;0;0,469;0;0;0;0,712;0,88;2,76;1,13;1,6;2,89;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0,0587;0;0;1,38;0;0;0,00899;2,1;2,73;3,49;0;0;0;2,35;3,01;2,7;3,01;2,64;2,5;1,99;2,55;1,31;0;0;0;0;0;0;0;0,581;1,52;0;0;0,0371;0;0;0;0;0;0;0;2,24;1,41;0;17;0;18,7;17,1;17,4;0;0;0;0;0;0;0;0;0;0;6,29;5,62;5,54;0;0;0;0;0;0;0;0;0;0;4,4;2,89;2,25;0;0;0;9,81;9,27;9,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,94;3,94;3,38;6,68;5,91;5,2;0;0;0;0;0;0;0;0;0;0;0;3,91;0,294;0,812;0;0;2,76;0;0;0;0;0;0;0;3,08;2,74;2,86;0;0;0
142;7,01;8,06;8,12;10,2;9,73;9,92;14,1;14,8;13,7;15,3;15,4;13,8;3,23;3,72;3,98;14,2;14,1;14,1;0;0;0;0;0;0;0;0;0;0,416;1,34;1,56;0;0;0;0;0;0;0;0;0;3,72;1,05;2,99;0;0;0;2,73;2,78;4,68;4,65;5,09;6,01;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0,112;2,5;1,69;2,96;4,97;4;2;4,46;8,32;8,64;9,02;0;0;0;7,11;7,17;6,67;4,81;5,44;5,84;7,28;8,27;7,81;3,44;3,26;1,58;1,71;4,09;3,58;4,76;5,14;5,89;1,07;0,374;2,27;0,765;1,36;1,25;1,45;2;2,91;0,91;4,69;5,39;0;45,3;0;20,3;18,9;19,2;36,4;0;0;0;0;0;0;0;0;0;12,1;11,2;11,9;0;0;0;0;0;0;0;0;0;0;7,36;7,07;5,98;0;0;0;12,2;11,7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,26;7,89;7,64;9,25;8,28;7,41;0;0;0;0;0;0;0;0;0;0;0;3,97;0;0;0;0;2,87;0;0;0;0;0;0;0;5,42;4,97;4,47;0;0;0
164;5,43;6,38;6,06;8,15;7,17;7,44;12,5;12,6;11,8;12,9;12,7;12,2;8,94;8,39;8,03;16;15,6;15,8;0;0;0;0;0;0;0;0;0;4,77;5,47;6,08;0;0;0;0;0;0,142;0;0;0;6,86;5,57;7,01;0;0;0;5,91;5,53;6,84;9,76;9,6;9,5;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;2,66;4,48;7,04;8,9;9,29;9,77;11;9,78;11,8;15,9;15,3;14,7;0;0;0;12,5;11,6;11,2;6,94;8,37;9,56;13,8;14,9;16,3;9,96;10,4;9,12;9,65;11,8;11;12,6;12,1;11,6;5,1;4,89;6,61;5,38;5,57;5,75;7,78;6,67;8,17;3,93;7,6;10,5;0;35,8;29,9;17,8;17,4;17,7;51;0;0;0;0;0;0;0;0;0;17;16,2;17,4;0;0;0;2,43;3,48;3,01;2,12;0,873;2,66;0;9,94;11,5;10,4;3,58;2,99;3,7;13,5;13,2;12,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,1;11,9;12,1;11,3;10,3;9,49;0;0;0;0;0;0;0;0;0;0;0;4,04;0,851;0,221;0;0;1,74;0;0;0;0;0;0;0;7,99;7,5;6,46;0;0,456;0,808
190;3,94;4,64;4,03;5,76;4,61;4,91;9,86;9,42;9,12;9,51;9,05;9,61;14,7;13;12,1;15,7;15,2;15,4;0;0;0;0;0;0;0;0;0;11,5;11,1;11,8;0;0;0;3,38;2,22;3,72;0;0;0;10;11,9;11,2;0,273;0;0;9,61;8,61;8,93;14,7;13,8;12,6;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;10,8;11,7;12,1;17,8;16,2;14,2;17,6;19,1;18,5;21,1;19,7;18,4;0;9,95;0;16,5;15,1;14,9;9,11;10,8;12,6;18,8;19,5;22,2;16,7;17,9;18,5;19,3;19,3;18,5;19,5;18,2;16,5;10,9;12;11,7;12,2;11,3;12;16;12,4;13,6;8,55;10,4;14,7;0;1,86;45,5;12,5;13,2;13,4;12,6;0;0;0;0;0;0;0;0;0;19,2;18,6;19,9;0;0;0;10,2;11,4;12;7,04;6,31;7,71;0;11,7;14,8;14,2;12,4;11,8;12,2;13,6;13,5;12,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,9;14,9;15,5;12,5;11,8;11,1;0;0;0;0;0;0;0;0;0;0;0;4,22;2,91;1,76;0,145;0;0,413;0;0;0;0;0;0;0;10,4;9,92;8,54;4,95;6,88;6,97
220;2,64;3,02;2,26;3,45;2,45;2,72;6,75;5,9;6,2;5,81;5,35;6,62;18,2;16,2;15;13,6;13,1;13,3;0;0;0;0;0;0;0;0;0,532;17,6;16;16,5;0;0;0;9,6;9,66;9,84;0;0;0;12,6;17,2;14,4;92,6;0;0;12,9;11,3;10,6;17,8;16,5;14,5;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;19,8;18,4;16,2;23,3;20,5;16,9;21,1;24,3;21,6;21,6;20,3;19;0;35;6,04;18;16,5;16,8;11;12,3;14,4;20,3;20,3;22,6;20,7;22,1;24,1;24,8;22,6;22,3;22,3;20,9;18,7;16,3;18,5;15,9;18,1;16,3;17,5;21,8;17;17,3;13,3;12,6;16,9;0;0;24,6;6,4;7,83;7,82;0;0;0;0,791;0;0;0;0;0;0;18;17,9;18,5;0;0;0;19,1;19,5;21,3;13;14;13,3;0;12,4;16,1;16,4;21,1;21,1;20,6;12,5;12,7;11,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,5;16,1;16,9;12,6;12,3;12;0;0;0;0;0;0;0;0;0;0;0;4,61;5,83;4,45;4,26;0;0;0;0;0;0;0;0;0;12,1;11,8;10,3;14,4;16,1;15,6
255;1,59;1,68;0,97;1,59;0,94;1,14;3,77;2,83;3,55;2,68;2,38;3,79;18,6;17;16;10,1;9,79;9,98;0;0;0;0;0;0;0;4,09;4,34;20,5;18,6;18,5;0;0;0,769;16;18,3;15,9;0;0;4,77;14;19,6;15,8;0;0;0;15,1;13,2;11,6;18,1;16,8;14,9;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0,474;24,4;21,5;17,8;22,6;20,6;17,1;20;22,8;19,9;17,3;16,8;16,2;0;38,5;34,7;16,7;15,8;16,4;12,2;12,7;14,5;17,7;17,1;17,4;20,4;21;23;23,1;20,5;20,8;19,9;19,3;17,8;19,1;21,4;17,9;20,6;18,8;20;22,3;18,9;18,1;16,8;13,6;16,4;0;0;0;1,8;3,06;2,97;0;0;0;2,72;0;0;0;0;0;0;13,8;14,4;14,1;0;0;0,724;23,9;23,5;25,3;17,6;20,2;17,3;0;12,2;15,4;16,4;24,7;25,1;24,2;10,3;10,7;9,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,5;15,2;15,9;11,8;12;12,1;0;0;0;0;0;0;0;0;0;0;0;5,24;8,98;7,71;8,14;0;0;0;0;0;0;0;0;0;12,9;12,8;11,5;22,5;22,7;22
295;0,823;0,722;0,237;0,425;0,174;0,263;1,51;0,801;1,54;0,699;0,596;1,6;15,9;15,5;15,1;6,27;6,15;6,28;0;0;0;0;0;0;8,36;11,9;10,2;19,2;17,9;17,4;0;1,37;3,76;19,9;23,2;19,6;0;7,44;57,8;14,1;18,3;15,3;0;0;0;15,5;13,6;11,8;15,5;14,9;13,7;0;0;0;;0;;0;0,382;0;0,14;0;0;0;0;0;3,61;22,2;19,9;16,8;16,3;16,5;14,9;15,1;15,3;14,3;10,2;10,9;11,3;0;16,6;41,2;13,1;13,1;13,7;12,4;12;13;12,3;11,2;9,54;16;15,3;15,9;15,3;14,1;14,8;13,5;14;14,1;18,5;19,6;17,1;19;18;18,6;17,6;17,5;16,1;17,8;13,4;13,7;0;0;0;0;0,368;0,299;0;1,2;3,94;5,56;0;0;0;0;0;0;8,21;9,26;8,25;0;2,59;4,37;22,2;21,3;21,6;19,3;22;18,5;0;11,1;13;14,2;21,2;21,7;21,2;7,54;8,02;7,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,2;12,6;12,9;10,2;10,7;11,2;0;0;0;0;0;0;0;100;0;0;0;6,04;11,6;10,7;8,27;0;0;0;0;0;0;0;0;0;12,6;12,8;11,7;24,6;23,4;23
342;0,335;0,182;0;0;0;0;0,279;0;0,384;0;0;0,359;11,3;12,2;12,5;2,92;2,95;3,02;0;0;0;0;0;0;22,3;19,3;15,7;14,5;14,5;13,7;11,4;6,11;8,42;19,9;22;19,5;12,8;44,8;28,8;12,7;14;13;0;5,29;0;14,1;12,7;11;10,8;11,2;11,1;0;0;0;;0;;0;2,81;0;2,35;0;0;0;3,4;4,75;8,65;14,5;14,4;13,4;7,78;9,94;11;8,41;6,27;7,38;3,52;4,79;5,88;0;0;18,1;8,44;9,3;9,7;11,7;10,5;10,4;6,12;5,11;2,79;9,43;7,92;6,93;5,98;6,43;7,28;6,22;7,51;8,92;14,8;14,1;13,8;14;14,4;14,1;9,92;13,5;12,1;16;11,9;9,72;0;0;0;0;0;0;0;8,46;12;8,82;0;0;0;0;0;0;3,18;4,3;3,1;6,87;8,98;10,1;15,1;14,2;12,8;17,5;18,7;16,7;0;9,42;9,51;10,5;12,8;13,1;13,3;4,71;5,14;5,42;0;0;0;0;0;0;0;0;0;0,163;0;0;0;0;0;8,68;8,93;8,78;7,99;8,8;9,54;0;0;0;0;0;0;0;0;0;0,438;0,945;6,85;12,8;12,6;4,91;0;0;0;0;0;0;0;0;0;11,3;11,7;11;19,7;18,1;18,2
396;0,0828;0;0;0;0;0;0;0;0;0;0;0;6,37;7,98;8,8;0,771;0,833;0,857;2,74;0;0;0;0;0;30,1;22,6;18,8;8,34;9,42;8,85;25,8;12,5;13,3;16,1;15,6;15,8;44,5;38,4;0;10,3;8,41;9,67;0;20,3;4,82;11,1;10,5;9,35;5,71;6,84;7,7;0;0;0;;0;;0;6,77;2,57;6,32;0;0;0;15,9;15,1;13,8;5,57;7,43;8,73;1,55;3,77;6,5;2,72;0,445;2,03;0;0,901;1,76;0;0;0;4,13;5,33;5,37;9,96;8,46;7,23;1,62;1,04;0;3,35;2,11;0,845;0,174;1,19;1,69;1,22;2,26;4,06;9,33;7,25;9,06;7,6;9,17;8,05;3,11;8,12;7,44;12,1;9,39;5,58;0;0;0;0;0;0;0;17,9;20,3;11,8;0;0;0;0;0;0;0,342;1,02;0,286;17,3;16,3;15,6;6,38;5,96;4,03;13;12,1;12,6;0;7,45;5,86;6,24;4,25;4,27;4,83;2,29;2,59;3,21;0;0;0;0;0;0;0;0;0;0,718;0;0,387;0;0;0;4,23;5,1;4,67;5,63;6,52;7,36;23,3;0;0;0;0;100;60,5;0;0,448;3,01;4,03;7,47;12,4;12,7;1,21;0;0;0;0;0;0;0;0;0;9,19;9,69;9,4;10,9;9,7;10,2
459;0;0;0;0;0;0;0;0;0;0;0;0;2,44;4,04;5,05;0;0;0;97,3;100;0;0;0;0;25,5;20,4;18,5;2,97;4,5;4,26;30,9;17,9;16,7;10,1;7,49;10,1;34,8;0;0;7,35;3,47;6,09;0;32,1;16,3;7,39;7,58;7,18;1,76;3;4,33;2,86;0;0;;0;;0;10,9;7,13;10,8;0;0;0;27,2;24,1;17,2;0,141;2,03;4,24;0;0,275;2,72;0;0;0;0;0;0;0;0;0;1,18;2,17;1,93;7,58;6,24;4,22;0;0;0;0,0638;0;0;0;0;0;0;0;0,935;4,09;1,99;4,38;2,39;4,19;2,77;0;3,34;3,37;7,22;6,45;2,29;0,728;0;0;0;0;0;0;23,7;24,2;13,8;0;0;0;0;0;0;0;0;0;24,7;21;19;0,704;0,639;0;7,47;5,09;7,55;0;5,41;2,79;2,65;0;0;0;0,683;0,82;1,48;0;0;0;0;0;0;0;0;0;1,55;0;2,22;0;0;0;1,14;2,04;1,56;3,43;4,24;5;72,4;0;0;0;0;0;39,5;0;3,07;7,48;8,68;7,68;10,3;11;0;0;0;0;0;0;0;0;0;0;6,66;7,16;7,19;3,04;2,65;3,15
531;0;0;0;0;0;0;0;0;0;0;0;0;0,358;1,25;2,06;0;0;0;0;0;100;0;0;0;12,4;13,9;15,2;0,154;1,16;1,17;23;20,1;17,7;4,25;1,59;4,48;0;0;0;4,38;0,598;3,01;0;29,1;25,9;3,78;4,55;4,81;0;0,644;1,7;57;59,2;0;;0;;0;14;11,9;14,5;0;0;0;28,3;25,9;18;0;0;1,15;0;0;0,521;0;0;0;0;0;0;3,63;0;0;0;0,403;0,164;4,96;4,11;1,87;0;0;0;0;0;0;0;0;0;0;0;0;0,794;0;1,16;0;0,959;0,0286;0;0,535;0,838;2,95;3,62;0,45;7,37;0;0;0;0;0;0;22,4;21,6;13,9;3,4;6,27;7,47;0;0;0;0;0;0;24,7;21,2;18,9;0;0;0;2,71;0,703;3,15;3,4;3,54;0,8;0,527;0;0;0;0;0,0229;0,403;0;0;0;0;0;0;0;0;0;2,53;1,07;4,34;0;0;0;0;0,347;0,071;1,68;2,27;2,83;4,33;0;0;0;0;0;0;0;7,57;12,5;13,4;7,34;7,05;7,88;0;0;0;0;0;0;0;0;0;0;4,14;4,52;4,75;0;0;0
615;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00259;0,386;0;0;0;0;0;0;0;0;0;1,37;6,48;10,1;0;0;0;8,91;18,4;16;0,677;0;0,9;0;0;0;1,97;0;0,938;0;13,2;26;1,16;2,05;2,65;0;0;0,279;40,2;40,8;36,1;;0;;0;15;15,2;16,4;2,01;0;0;18,8;19,6;16;0;0;0;0;0;0;0;0;0;0;0;0;11,1;0;0;0;0;0;2,6;2,33;0,474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,478;1,45;0;16,4;0;0;0;0;0;0;14,7;13,5;11,9;19,2;18,8;19,5;0;0;0;0;0;0;17,6;16,8;15,5;0;0;0;0,195;0;0,575;19,2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,61;4,03;5,85;0;0;0;0;0;0;0,547;0,884;1,2;0;57,1;0;0;0;0;0;0;12,6;16,5;16,8;6,41;3,63;4,26;0;0;0;0;0;0;0;0;0;0;2,03;2,25;2,53;0;0;0
712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,8;0;0;0;1,32;5,04;0;0;0;0;13,6;12,1;0;0;0;0;0;0;0,503;0;0,0355;0;0;16,4;0;0,511;1,05;0;0;0;0;0;59,1;;0;;0;13,9;16;16,1;21,7;4,72;0;6,33;9,25;11,9;0;0;0;0;0;0;0;0;0;0;0;0;18,6;0;0;0;0;0;0,897;1,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,263;0;22,7;0;0;0;0;0;0;5,45;4,54;8,17;31,8;27,7;27,1;22,8;14;11,7;0;0;0;7,8;9,8;10,1;0;0;0;0;0;0;31,8;0,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,8;7,58;6,71;0;0;0;0;0;0;0,0474;0,165;0,27;0;42,9;13,8;29,1;0;0;0;0;16,4;18,1;17,7;5;1,08;1,35;0;0;0;0;0;0;0;0;0;0;0,628;0,701;0,923;0;0;0
825;0,00912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47,2;5,78;0,24;0;0;1,42;0;0;0;0;7,54;7,4;0;0;0;0;0;0;0;0;0;0;0;4,78;0;0;0,191;0;0;0;0;0;4,87;;0;;0;11;14,2;13,8;35,6;23,2;8,16;0;1,43;7,03;0;0;0;0;0;0;0;0;0;0;0;0;22,3;0;0;0;0;0;0,0809;0,289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;3,92;29,5;26,3;25,3;42,4;33,2;28,6;0;0;0;0,928;3,36;4,63;0;0;0;0;0;0;29,5;0,244;0;0;0;0;0;0;0;0;6,71;0;0;22,7;0;0;0;0;0;6,08;10,2;7,38;0;0;0;0;0;0;0;0;0;0;0;67,5;51,4;46;0;0;0;17,9;16,8;15,9;3,34;0;0;0;0;0;18,3;0;0;0;0;0;0;0,0213;0,0156;0,118;0;0;0
955;0,0312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2;36,3;21;0;0;0;0;0;0;0;2,49;3,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;7,27;10,4;10,1;29,5;34,4;21,7;0;0;2,89;0;0;0;0;0;0;0;0;0;0;0;0;20,6;0;0;0;0;0;0;0,00118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,6;0;0;0;0;0;0;0;0;0,84;14,8;16,1;15,7;30,6;35;33,1;0;0;0;0;0;1,01;0;0;0;0;0;0;14,8;0;0;0;0;0;0;0;0;0;33,2;8,79;0;46,4;13;0;0;0;40,1;7,34;11,1;8,29;15,5;9,11;8,44;0;0;0;0;0;0;0;0;18,7;19,5;53,1;0;0;0;16,6;13;12;1,76;0;0;0;0;0;45,9;16,9;13,5;12;0;0;0;0;0;0;0;0;0
1,11E+03;0,0659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9;41,5;36,4;0;0;0;0;0;0;0;0;0,656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;3,64;6,04;6,15;11,2;27,4;29,3;0;0;0,507;0;0;0;0;0;0;0;0;0;0;0;0;14,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,5;0;0;0;0;0;0;0;0;0;1,21;4,75;4,95;4,21;17,7;21,3;0;0;0;0;0;0;0;0;0;0;0;0;1,21;0;0;0;0;0;0;0;0;0;40,3;30,5;17,5;30,9;44,1;24,8;28,3;43,8;52,1;8,38;10,1;9,45;43;38,4;46,7;0;0;0;0;0;0;0;0;0;0;0,943;0;0;0;12,9;8,03;7,17;0,593;0;0;0;0;0,604;34,3;43,1;37,5;38,1;0;0;0;0;0;0;0;0;0
