Detailed,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Position X,Position Y,Unit,Category,Collection,Time,TrackID,ID
31.030000686645508,38.34489822387695,µm,Spot,Position,1,1000000785,785
74.91419982910156,65.07270050048828,µm,Spot,Position,1,1000001618,1618
75.19609832763672,68.0282974243164,µm,Spot,Position,1,1000001698,1698
54.50659942626953,79.2313003540039,µm,Spot,Position,1,1000002079,2079
153.7310028076172,41.32720184326172,µm,Spot,Position,1,1000003157,3157
135.677001953125,53.27799987792969,µm,Spot,Position,1,1000003589,3589
134.25399780273438,62.195701599121094,µm,Spot,Position,1,1000003953,3953
133.0050048828125,63.07569885253906,µm,Spot,Position,1,1000003988,3988
146.44500732421875,67.73290252685547,µm,Spot,Position,1,1000004161,4161
140.5659942626953,72.55809783935547,µm,Spot,Position,1,1000004348,4348
106.72000122070312,77.62529754638672,µm,Spot,Position,1,1000004559,4559
137.83799743652344,83.62909698486328,µm,Spot,Position,1,1000004818,4818
189.5030059814453,74.8656005859375,µm,Spot,Position,1,1000005755,5755
81.69100189208984,97.3949966430664,µm,Spot,Position,1,1000006351,6351
73.80599975585938,98.31649780273438,µm,Spot,Position,1,1000006374,6374
33.549598693847656,107.96099853515625,µm,Spot,Position,1,1000006719,6719
60.02009963989258,120.40499877929688,µm,Spot,Position,1,1000007100,7100
51.8109016418457,127.58999633789062,µm,Spot,Position,1,1000007357,7357
50.270301818847656,129.66900634765625,µm,Spot,Position,1,1000007443,7443
46.66400146484375,138.447998046875,µm,Spot,Position,1,1000007716,7716
35.819698333740234,140.99099731445312,µm,Spot,Position,1,1000007793,7793
45.252498626708984,155.0500030517578,µm,Spot,Position,1,1000008227,8227
138.24099731445312,87.99099731445312,µm,Spot,Position,1,1000008690,8690
139.4810028076172,88.1521987915039,µm,Spot,Position,1,1000008694,8694
110.64900207519531,88.84100341796875,µm,Spot,Position,1,1000008726,8726
120.1969985961914,97.81320190429688,µm,Spot,Position,1,1000009095,9095
106.26399993896484,100.95500183105469,µm,Spot,Position,1,1000009215,9215
117.62699890136719,102.40899658203125,µm,Spot,Position,1,1000009282,9282
99.05069732666016,105.85800170898438,µm,Spot,Position,1,1000009424,9424
156.27499389648438,118.73600006103516,µm,Spot,Position,1,1000009936,9936
155.30099487304688,120.79000091552734,µm,Spot,Position,1,1000010018,10018
156.0240020751953,135.55099487304688,µm,Spot,Position,1,1000010603,10603
130.95199584960938,143.47500610351562,µm,Spot,Position,1,1000010899,10899
154.32000732421875,147.9969940185547,µm,Spot,Position,1,1000011076,11076
162.63800048828125,150.81900024414062,µm,Spot,Position,1,1000011176,11176
150.5189971923828,154.7239990234375,µm,Spot,Position,1,1000011331,11331
151.69200134277344,156.58900451660156,µm,Spot,Position,1,1000011406,11406
175.60400390625,91.83550262451172,µm,Spot,Position,1,1000011802,11802
172.82899475097656,130.97500610351562,µm,Spot,Position,1,1000012447,12447
